species,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,academic_year,student_id
Elf,baobab,male,Thareon,Ceremleaf,Thareon Ceremleaf,18,academic,8,no_known_disabilities,0.561363377950839,0.9071096123335421,0.5481944461392587,0.5263905875580349,0.23087480922324352,0.7113633779508389,0.95,0.5981944461392588,0.5263905875580349,0.3808748092232435,0.8368149589128057,0.5711439101915122,0.856602647454498,0.5107654325861435,0.678722261090229,0.5328094972444568,0.803506819563677,0.4728232388286124,1046-47,23
Dwarf,flint,male,Karn,Cloutgrit,Karn Cloutgrit,18,academic,2,mental_health_disability,0.6756251566782239,0.8370253911372261,0.5069067814362913,0.4954101632964738,0.5313740005559213,0.8756251566782238,0.787025391137226,0.5069067814362913,0.4954101632964738,0.7613740005559214,0.5424942486293872,0.722815911882634,0.6760252120695525,0.6742448213539847,0.7186789751868642,0.5349708681603355,0.5619138909289108,0.958230260205666,1046-47,24
Elf,yew,male,Valreth,Sealbough,Valreth Sealbough,18,academic,5,physical_disability,0.5098540010730315,0.9281873657197821,0.47446793282714556,0.47328958622746414,0.34965399522839213,0.7098540010730314,0.95,0.5744679328271456,0.47328958622746414,0.4996539952283921,0.7244636230915197,0.6826867396900963,0.8824564044148538,0.6295248964634602,0.714631765795579,0.6949395893980302,0.696530589595337,0.7959694439877,1046-47,25
Dwarf,flint,male,Jorrik,Ironclout,Jorrik Ironclout,18,vocational,1,physical_disability,0.5443263845162758,0.7491035846463747,0.7296068843198722,0.33089444379939464,0.40030884339314465,0.7443263845162758,0.7991035846463747,0.9296068843198722,0.33089444379939464,0.45030884339314464,0.5316917322334946,0.6539224997089896,0.8811933239863696,0.612929458102631,0.7406765673447796,0.7845551786393588,0.7210512730382603,0.9203899687911843,1046-47,26
Elf,palm,neuter,Ivin,Lamentbloom,Ivin Lamentbloom,18,vocational,4,no_known_disabilities,0.6971970183320398,0.42607750448510484,0.8583101937277401,0.8207713839588007,0.554438428640065,0.7971970183320398,0.47607750448510483,0.9583101937277401,0.8207713839588007,0.604438428640065,0.5634609079727981,0.9269865914356541,0.6327315076606644,0.8697709004076505,0.842875025826516,0.9936361162090341,0.7239327923719668,0.5522398920949855,1046-47,27
Dwarf,alabaster,male,Jonel,Homehewer,Jonel Homehewer,18,academic,1,no_known_disabilities,0.5654069322482259,0.6935162503307989,0.3265111803659846,0.639682863337599,0.6701716903709156,0.8654069322482258,0.7435162503307988,0.5265111803659845,0.639682863337599,0.6201716903709157,0.6744977571453994,0.8405878990052494,0.5604579675580214,0.709854565696942,0.8041620858604818,0.6835274183464033,0.7907229686376767,0.5509624428982861,1046-47,28
Dwarf,slate,female,Delra,Scrivenstone,Delra Scrivenstone,18,academic,2,no_known_disabilities,0.4204749116062275,0.9092697476757573,0.33115801890717306,0.6746541031875741,0.6164598583365717,0.7204749116062275,0.95,0.5311580189071731,0.6746541031875741,0.5664598583365718,0.64831511961327,0.522927458659023,0.7463380651820256,0.5350830570126673,0.7015333086410692,0.4410202557190566,0.5448275142715094,0.8566648016118437,1046-47,29
Dwarf,slate,female,Delra,Greylatch,Delra Greylatch,18,academic,5,no_known_disabilities,0.6422290755450284,0.9405246964410294,0.43700406763755684,0.6071680697336921,0.5563902002240708,0.8422290755450283,0.95,0.5370040676375568,0.6071680697336921,0.6063902002240709,0.8448060498697506,0.5774587814045231,0.7644630354244,0.429929567888057,0.5703796811904422,0.5230075082012402,0.592002615890192,0.8622923031870927,1046-47,30
Dwarf,bismuth,male,Calo,Inkspill,Calo Inkspill,18,academic,7,no_known_disabilities,0.8783651864106753,0.5933639951877466,0.6950502051329684,0.6094091748371918,0.5682031582010542,1.0,0.6433639951877466,0.7450502051329684,0.6094091748371918,0.7182031582010542,0.9628875965200412,0.5110121745564845,0.4628100726324041,0.8390452882405935,0.9365179818850506,0.5455139322375382,0.8514228150442748,0.43014155031194323,1046-47,31
Dwarf,malachite,male,Korrik,Cragturner,Korrik Cragturner,18,vocational,8,physical_disability,0.7194862151926906,0.7229248337778575,0.5009111391485266,0.756755757490357,0.41968154215539355,0.7694862151926906,0.7729248337778575,0.5509111391485266,0.756755757490357,0.6696815421553935,0.8450033291724348,0.9730251530110479,0.6904860373151934,0.749653867765135,0.9076934149543231,0.8029280958775245,0.8756191860979938,0.8370404448002199,1046-47,32
Dwarf,bismuth,female,Vilya,Brightloop,Vilya Brightloop,18,academic,6,no_known_disabilities,0.807041803572172,0.5152271834473748,0.5110195812279841,0.7871810788949978,0.6478617087381897,1.0,0.5652271834473748,0.611019581227984,0.7871810788949978,0.6978617087381898,0.9407609345289135,0.786756152814877,0.5404909885044809,0.8337849322774752,0.804591874971263,0.654105006621909,0.8566564995299856,0.6621807783488398,1046-47,33
Dwarf,flint,neuter,Doni,Dustmantle,Doni Dustmantle,18,vocational,3,adhd,0.4757947281882655,0.6015246419454078,0.7087142878549251,0.31463507450195194,0.4597807558202286,0.6757947281882655,0.5015246419454077,0.908714287854925,0.31463507450195194,0.6097807558202286,0.47373812387114117,0.5286657053609529,0.648196263696292,0.5382178508351442,0.5891864822091318,0.8198985339384142,0.44932970096740177,0.9050010749004789,1046-47,34
Dwarf,slate,neuter,Lorn,Steelmark,Lorn Steelmark,18,academic,3,requires_personal_care,0.40154355122641444,0.904986729352025,0.26858754845747707,0.6726103927808103,0.40033603344403285,0.6015435512264145,0.95,0.3685875484574771,0.6726103927808103,0.45033603344403283,0.7970364508223656,0.5349064027116399,0.67634919702715,0.529693382760671,0.7467964496838647,0.33898479743801774,0.7414105876849384,0.9870946832384507,1046-47,35
Dwarf,obsidian,male,Idran,Cryptscroll,Idran Cryptscroll,18,vocational,3,wheelchair_user,0.7186736044394635,0.8557243977595943,0.5970445118251941,0.6028156771560262,0.4337874921030964,0.8186736044394635,0.9057243977595942,0.6970445118251941,0.6028156771560262,0.4837874921030964,0.9644605546459439,0.7699564539136011,0.6722703692897213,0.796284142038567,0.8663754128986615,0.4591049891053328,0.9620755088237902,0.629543435807999,1046-47,36
Dwarf,obsidian,neuter,Sorell,Veilwhisper,Sorell Veilwhisper,18,academic,6,no_known_disabilities,0.8900235196095243,0.732689628714273,0.39358559714853913,0.4962228221314382,0.5173268017842351,1.0,0.782689628714273,0.4935855971485391,0.4962228221314382,0.5673268017842351,0.872394158872949,0.8819894892051261,0.7043878605198468,0.6867710547927579,0.9193145936148491,0.3997281102647817,0.939749089768364,0.5104608973502287,1046-47,37
Dwarf,alabaster,female,Enia,Mosshearth,Enia Mosshearth,18,vocational,1,no_known_disabilities,0.5977776391856224,0.6770791816656867,0.3299740246914967,0.8953054222208712,0.44487419280026974,0.7977776391856224,0.7270791816656866,0.5299740246914967,0.8953054222208712,0.39487419280026975,0.719179194476887,0.7816004582058608,0.5151589293767361,0.7640178858910239,0.8180252647650396,0.617480656898418,0.7366262051138512,0.6874679639124487,1046-47,38
Dwarf,bismuth,female,Telys,Whirlgrace,Telys Whirlgrace,18,academic,5,no_known_disabilities,0.8301288634793441,0.6079581822468043,0.7464322184029599,0.5123550485837816,0.6011156375063236,1.0,0.6579581822468042,0.8464322184029599,0.5123550485837816,0.6511156375063236,0.9054171976194699,0.7363852708840368,0.5521690585470357,0.7754724321386425,0.7827998961978995,0.6662253867871576,0.9587239839811088,0.593779412717734,1046-47,39
Elf,rowan,male,Neren,Leafchant,Neren Leafchant,18,academic,8,physical_disability,0.8860697663987389,0.7615498336919364,0.7300966001869167,0.7109154144268403,0.2485017632440408,1.0,0.8115498336919363,0.7800966001869166,0.7109154144268403,0.4985017632440408,0.8569079470103826,0.8681616011758345,0.6691222692979528,0.9397315622932986,0.8586601046726577,0.9051090401900004,0.8676116756180159,0.43997331709614584,1046-47,40
Dwarf,sandstone,male,Orlin,Rivermason,Orlin Rivermason,18,vocational,3,no_known_disabilities,0.8976399949022018,0.5851563585825935,0.7077453088998694,0.7151541455603388,0.33974384210607456,0.9976399949022018,0.6351563585825934,0.8077453088998694,0.7151541455603388,0.38974384210607455,0.7123020195607555,0.6405677161469592,0.6371824670352172,0.827580876274503,0.7295731887176424,0.9023717816745281,0.6515700803161302,0.690039425860441,1046-47,41
Dwarf,alabaster,female,Eska,Softmarch,Eska Softmarch,18,vocational,4,no_known_disabilities,0.6326073121348572,0.5992668088967515,0.33463327214942096,0.8008171204378084,0.4437269704734255,0.7326073121348572,0.6492668088967515,0.43463327214942094,0.8008171204378084,0.4937269704734255,0.6217642340775068,0.9274203081152133,0.4443545830037256,0.5893316685492507,0.6336000986617911,0.7214639205823249,0.6682009666080218,0.4689298121314922,1046-47,42
Dwarf,malachite,male,Marrik,Firegrind,Marrik Firegrind,18,academic,6,no_known_disabilities,0.743969124477622,0.871491933995746,0.4052139370556439,0.6969391971210835,0.49192932442110393,0.9439691244776219,0.9214919339957459,0.5052139370556439,0.6969391971210835,0.541929324421104,0.9348185599636544,0.8579898984213731,0.6534010667740165,0.8403838667806505,0.8192562658757208,0.6040245918779767,0.7932263705322371,0.9667807721008304,1046-47,43
Elf,baobab,female,Yllessa,Silkenroot,Yllessa Silkenroot,18,academic,8,no_known_disabilities,0.6801828627638709,0.9411313034507097,0.6480516651135632,0.5000914550972722,0.3731555710135245,0.8301828627638708,0.95,0.6980516651135631,0.5000914550972722,0.5231555710135245,0.8205782318082656,0.5634482888628068,0.9528350938310856,0.5180553199084105,0.6923921411884432,0.549620098270235,0.6986945318534032,0.5710417496658289,1046-47,44
Elf,rowan,female,Lyselle,Nightfern,Lyselle Nightfern,18,academic,5,no_known_disabilities,0.8364217221238683,0.6333258358253605,0.6044001171138791,0.8467654269252877,0.2505333155428159,1.0,0.6833258358253604,0.7044001171138791,0.8467654269252877,0.30053331554281587,0.8677077268097007,0.8777747241123837,0.6134131182883349,0.9835790186782527,0.8361724183076067,0.9549471551874062,0.7642560540110328,0.7047305925925282,1046-47,45
Elf,yew,female,Saelith,Everjudged,Saelith Everjudged,18,vocational,6,no_known_disabilities,0.5498994823229426,0.8543379393532435,0.5569254173745354,0.5010288103832825,0.5788817632265968,0.6498994823229426,0.9043379393532435,0.6569254173745354,0.5010288103832825,0.6288817632265968,0.8239842917695999,0.6850083660776006,0.7376246894851939,0.7675608121523053,0.6896918848399718,0.6736422999835878,0.6374508171145381,0.5412089983888191,1046-47,46
Elf,rowan,male,Thalen,Songroot,Thalen Songroot,18,academic,5,no_known_disabilities,0.7436933607068442,0.60823175573318,0.8717673314363281,0.8924861750629197,0.3669911173810152,0.9436933607068442,0.6582317557331799,0.9717673314363281,0.8924861750629197,0.4169911173810152,0.7782775327830772,0.7852978511918659,0.5491488206903443,0.9636518216398963,0.7957461055998273,0.9419790560466955,0.7560602588923951,0.45835549363144856,1046-47,47
Dwarf,sandstone,male,Harnin,Hillbanner,Harnin Hillbanner,18,academic,5,no_known_disabilities,0.8173550554195854,0.5047463275296747,0.7023270073422662,0.8456121171357698,0.38096582306401167,1.0,0.5547463275296747,0.8023270073422661,0.8456121171357698,0.43096582306401165,0.5868188637030229,0.7531236100442615,0.6387637025971741,0.8112821881979158,0.7413717289760737,0.7682976732980401,0.6604677751573017,0.6190175597987282,1046-47,48
Dwarf,slate,male,Fenn,Planeforge,Fenn Planeforge,18,academic,6,autistic_spectrum,0.42663021823233055,0.9404164339887032,0.39048801367730995,0.6264513459822543,0.45114338145217525,0.6266302182323306,0.95,0.2904880136773099,0.6264513459822543,0.5011433814521753,0.572878743313817,0.4897593145278494,0.8588705964876795,0.5615932801171606,0.6952089456211705,0.4311003309138758,0.5604542280089272,0.8544663549618726,1046-47,49
Dwarf,flint,female,Grinna,Flintroot,Grinna Flintroot,18,academic,3,no_known_disabilities,0.47171659965917967,0.7529172740255095,0.7475858324698691,0.3839110615414437,0.5827161057306699,0.6717165996591796,0.8029172740255094,0.8475858324698691,0.3839110615414437,0.6327161057306699,0.6759122286248319,0.5851494995080689,0.6220140111941115,0.48068829648982075,0.5842559903148113,0.821955449615363,0.5890840886451727,0.9702013384739891,1046-47,50
Dwarf,alabaster,female,Renya,Claymantle,Renya Claymantle,18,academic,4,no_known_disabilities,0.7694784881878118,0.7487997215423852,0.2952594343630211,0.8858392582803883,0.6475602302246704,0.9694784881878118,0.7987997215423851,0.39525943436302113,0.8858392582803883,0.6975602302246704,0.7503906049228115,0.8115435696569447,0.5308782384248634,0.7110431477405971,0.6853043399371533,0.6318770135693977,0.7438681662225541,0.6561560354573974,1046-47,51
Elf,yew,male,Corviel,Crownbark,Corviel Crownbark,18,academic,7,no_known_disabilities,0.7348088122232448,0.7663468522970486,0.45332991635537445,0.5074854166707958,0.4854155022861558,0.8848088122232447,0.8163468522970485,0.5033299163553745,0.5074854166707958,0.6354155022861558,0.7090504372968309,0.7935129967635499,0.7655333941578408,0.5787884979239398,0.7221970055471116,0.7374343123935819,0.754910527178319,0.7359271334011782,1046-47,52
Dwarf,sandstone,female,Tyla,Rivermason,Tyla Rivermason,18,academic,7,no_known_disabilities,0.6596568833325888,0.5193850039532258,0.6127899627861098,0.7114225702950422,0.27975534099629407,0.8096568833325887,0.5693850039532258,0.6627899627861097,0.7114225702950422,0.42975534099629403,0.7045461442575557,0.8097084853121567,0.6652459425249269,0.7543885583601746,0.6868392311202022,0.9023427732461757,0.6815773748934157,0.7412896275313985,1046-47,53
Elf,rowan,female,Liora,Fernlace,Liora Fernlace,18,no_qualifications,8,mental_health_disability,0.9223477290322111,0.6351858970189274,0.86473783213683,0.7264233699765685,0.4964825813000394,0.822347729032211,0.4851858970189274,0.71473783213683,0.7264233699765685,0.8764825813000395,0.7694868617532709,0.8050685230502111,0.6091825035947313,0.9675518329707886,0.7459773394068746,0.8851183160964162,0.7487583055950747,0.5529158656739462,1046-47,54
Elf,baobab,female,Zirelya,Ironlace,Zirelya Ironlace,18,academic,5,no_known_disabilities,0.503128309819221,0.8383120227027829,0.478213989975975,0.32077629188575796,0.4879479554227787,0.7031283098192209,0.8883120227027829,0.578213989975975,0.32077629188575796,0.5379479554227787,0.7140297802585406,0.592096017280207,0.8777135209296163,0.45696029077378114,0.6750710924847434,0.5934849055673128,0.7555092860991932,0.5380407700062556,1046-47,55
Dwarf,slate,male,Fenn,Steelmark,Fenn Steelmark,18,academic,8,no_known_disabilities,0.4775294860875454,0.8360041447956879,0.39082122911894757,0.46631901143611854,0.6935191836401787,0.6275294860875454,0.8860041447956878,0.4408212291189476,0.46631901143611854,0.8435191836401787,0.6413155052896327,0.5206568359321903,0.8467557105627457,0.5328211458876847,0.6963351002099538,0.3258613366794426,0.5582237600850566,0.8526639525764023,1046-47,56
Dwarf,slate,male,Elrek,Planeforge,Elrek Planeforge,18,academic,6,no_known_disabilities,0.643525665059713,0.8854280153782325,0.4644352339025064,0.48337062917466034,0.4581861601803325,0.8435256650597129,0.9354280153782324,0.5644352339025064,0.48337062917466034,0.5081861601803325,0.7711457185711247,0.6018507097740086,0.8486507981363474,0.5901654396501091,0.675448282736507,0.45705858743678474,0.5717667835793885,0.9013491839949275,1046-47,57
Elf,baobab,female,Elshira,Ironlace,Elshira Ironlace,18,academic,2,no_known_disabilities,0.5005639650574732,0.8267558876460995,0.40872141410318613,0.3500655353564613,0.25439578397765156,0.8005639650574732,0.8767558876460995,0.6087214141031861,0.3500655353564613,0.20439578397765157,0.6674755359944586,0.6240896832012568,0.9307265757043561,0.6318863053001357,0.6720247954770292,0.5758982749435417,0.7341157118894781,0.5123681079934447,1046-47,58
Dwarf,obsidian,female,Neris,Deepchant,Neris Deepchant,18,academic,7,no_known_disabilities,0.9003417289548797,0.829976557191493,0.5200847490126937,0.489833053147566,0.35204402227978715,1.0,0.8799765571914929,0.5700847490126938,0.489833053147566,0.5020440222797872,0.9426482498471606,0.8849066898898934,0.653773409814976,0.6647314581338767,0.9779092029813568,0.47467087387898915,0.9065371247104559,0.47651749980286395,1046-47,59
Dwarf,alabaster,neuter,Lomel,Mosshearth,Lomel Mosshearth,18,no_qualifications,3,"physical_disability,other_neurodivergence",0.5149526083348824,0.7711739990781125,0.47281705760251885,0.8340639190290307,0.4021087611440858,0.5649526083348825,0.7211739990781124,0.5728170576025189,0.8340639190290307,0.6521087611440859,0.707894775680019,0.9023642791601074,0.4915004059825596,0.5570506550346486,0.7771131855142184,0.6165818230482649,0.7304351488733715,0.5907152541478533,1046-47,60
Dwarf,flint,male,Brann,Deepgrit,Brann Deepgrit,18,academic,1,no_known_disabilities,0.619734619551427,0.7644961751179273,0.5383964625600759,0.564640684284618,0.41803435396907745,0.9197346195514269,0.8144961751179273,0.7383964625600759,0.564640684284618,0.3680343539690774,0.5568465976729381,0.5331161419547311,0.820851040429009,0.6174249435613564,0.8361285085554746,0.5920624950144212,0.5631668248531072,0.9128314880211063,1046-47,61
Elf,rowan,male,Neren,Starpetal,Neren Starpetal,18,vocational,5,no_known_disabilities,0.8071576367426189,0.5422878882565307,0.7992563743516252,0.7540226132963268,0.22926875307178993,0.9071576367426188,0.5922878882565307,0.8992563743516252,0.7540226132963268,0.27926875307178994,0.7128179245393513,0.7506530178881553,0.636540267691775,0.8849215540847238,0.7918144326053828,0.9819213305651036,0.8527522153492443,0.6344476409254571,1046-47,62
