student_id,cohort_year,species,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills
10,1046-47,Dwarf,flint,female,Ulfa,Rubbletoe,Ulfa Rubbletoe,18,vocational,5,no_known_disabilities,0.6146904040482636,0.8588115523619176,0.7276880697438016,0.5337424245312996,0.4357062474125382,0.5063338004915073,0.6610645396205799,0.7840082400980244,0.5870405279941061,0.6886646821769854,0.5324206342391467,0.7112364356017495,0.8998383677310544
11,1046-47,Dwarf,flint,male,Fennik,Loadknuckle,Fennik Loadknuckle,18,vocational,3,no_known_disabilities,0.7858834337655335,0.7896003291555412,0.7681020503232625,0.3930742381868705,0.5684254179249826,0.6619905132470636,0.7192778787139023,0.6422404207792345,0.6190426071311452,0.719952575502941,0.5568668731959284,0.4940962946889962,0.9386062398349048
12,1046-47,Dwarf,flint,female,Kelza,Tunnelbrace,Kelza Tunnelbrace,18,vocational,1,no_known_disabilities,0.7446281017799172,0.8885172240695232,0.949325195783873,0.4553239146000573,0.2985899852017654,0.6562915361862411,0.5667726649811302,0.9101848938897495,0.6270136603706429,0.7930911865500296,0.5830873434305351,0.4983277233698452,0.9105332303377112
13,1046-47,Dwarf,sandstone,female,Thessa,Sandspire,Thessa Sandspire,18,vocational,4,no_known_disabilities,0.994868589811408,0.6267180532652279,0.9039588839229598,0.8060361286941866,0.4009102379346173,0.6060451636466528,0.7101398393892155,0.530110092601205,0.9085798169257204,0.8451489543960903,0.7988057666820978,0.7987833250034837,0.6814796181324646
14,1046-47,Dwarf,bismuth,female,Nirra,Inkspill,Nirra Inkspill,18,vocational,8,no_known_disabilities,0.9303251126897852,0.7025930361060583,0.6846995178721503,0.6432562774096094,0.5838023799742357,0.9322264454007358,0.7538145616640852,0.5052891582708188,0.7731220877226354,0.819865813587371,0.5587990907970181,0.9649600750828816,0.4346853706572779
15,1046-47,Elf,yew,neuter,Saenil,Yewmantle,Saenil Yewmantle,18,academic,7,no_known_disabilities,0.8200113146777837,0.916641187110679,0.7159540640242364,0.3791704288177465,0.4986395553414064,0.7862990552586494,0.627839399959713,0.7287276495521595,0.8365444121100551,0.7441109510354593,0.7547209625126686,0.7165013095321738,0.656680070871206
16,1046-47,Dwarf,bismuth,male,Calo,Iridshaper,Calo Iridshaper,18,vocational,3,no_known_disabilities,0.9936719643042584,0.7268516950094878,0.6980858029409913,0.6603298028778901,0.5722027879253173,0.9058466301277404,0.7303767012570874,0.6266073936369904,0.8687123094599131,0.9483930028586528,0.7103768087879002,0.9713542448333136,0.4892931252393123
17,1046-47,Dwarf,sandstone,male,Drek,Clayhaven,Drek Clayhaven,18,academic,8,deaf_or_hearing_impaired,1.0,0.5585053560215072,0.7592660400329857,0.6020380852214609,0.4356782366074203,0.5294603644247297,0.6855742023298502,0.6614148604374718,0.8169448957101592,0.8194203457481398,0.8186975264090931,0.6793363553857326,0.5762342043136823
18,1046-47,Dwarf,slate,female,Erra,Pencildraw,Erra Pencildraw,18,academic,3,no_known_disabilities,0.8417332425851599,0.9464458705950534,0.5008646718769169,0.4498186576897559,0.6417593448674208,0.839093977500976,0.4080750581673628,0.7611616249063008,0.5034987814522656,0.5902312983485538,0.4804483901729771,0.7363558068120444,0.974654624603575
19,1046-47,Elf,baobab,female,Serenya,Highbark,Serenya Highbark,18,vocational,6,no_known_disabilities,0.6106347869739451,0.8663349776661452,0.7622331037064277,0.4193753552549408,0.3828935981220788,0.6958169407241387,0.6833111390394974,0.921679628670204,0.5044195434807528,0.8036544858941482,0.4791830955579777,0.7638713994920399,0.5631017366795292
20,1046-47,Elf,rowan,male,Coren,Starpetal,Coren Starpetal,18,vocational,7,no_known_disabilities,0.7690972281934426,0.6615343743684773,0.7594064586390011,0.92891794181541,0.4097708900912525,0.7938605572207427,0.8988770492894389,0.6268269777487276,0.9043372511365992,0.885224231736324,0.8362181510505701,0.8001199023026314,0.5539468475987135
21,1046-47,Elf,rowan,neuter,Aiven,Windpoem,Aiven Windpoem,18,academic,6,requires_personal_care,1.0,0.7926620749419698,0.96260657419538,0.9164772192783924,0.2953381840776072,0.8293001117094052,0.8205864326792476,0.698267177565648,0.936676487548391,0.8056626706945069,0.9155623987273594,0.8715217616513263,0.5884418258404818
22,1046-47,Elf,yew,neuter,Saenil,Honorflame,Saenil Honorflame,18,academic,8,no_known_disabilities,0.8590148394469262,0.95,0.7297536767386605,0.5041387072771173,0.5027056661624322,0.7004998532786557,0.7857893295921314,0.8449921080629843,0.7931929175921801,0.8183973921458961,0.7878906699389866,0.7870122671901506,0.664910661962984
23,1046-47,Dwarf,flint,female,Kelza,Cragburrow,Kelza Cragburrow,18,vocational,2,no_known_disabilities,0.8576778841600403,0.8027280497495347,0.968739011706462,0.3337574606138136,0.2982339974614238,0.6354819918965275,0.7062947579723099,0.8665337696529984,0.588768803019842,0.6884379978343901,0.7070830258838503,0.569188344217201,0.8592311323910735
24,1046-47,Dwarf,flint,neuter,Doni,Pickface,Doni Pickface,18,no_qualifications,1,adhd,0.8153034163269332,0.4369217763429751,0.981029615162304,0.3615363792675908,0.5932718926813765,0.4656306739511537,0.5993728449677604,0.8203196037347169,0.5792926694811773,0.7520431530442326,0.8146490683410831,0.7298177100409455,0.9229612985996078
25,1046-47,Elf,yew,female,Yselyn,Yewmantle,Yselyn Yewmantle,18,vocational,3,no_known_disabilities,0.6843729457659462,0.95,0.6910911058129298,0.4600088222844986,0.4953517986790808,0.7110097045790519,0.7102108720964551,0.8066712508528957,0.5753217136064303,0.7031697726234715,0.7284577800615005,0.8056515423081781,0.7515717367900686
26,1046-47,Elf,baobab,female,Zirelya,Rootedict,Zirelya Rootedict,22,academic,5,no_known_disabilities,0.696541098535094,1.0,0.4882786985288994,0.3405612815730531,0.2651931918062705,0.7904852289888289,0.5979436522283186,0.87195517376726,0.6028215677590684,0.7123389075119984,0.5321252352327691,0.6879830384765786,0.4905666726263614
27,1046-47,Elf,rowan,female,Veira,Nightfern,Veira Nightfern,18,academic,5,no_known_disabilities,0.974977274986602,0.811220716681243,0.7236289619835873,0.8905386479210405,0.2803831064172105,0.7999682722909381,0.8724369568739573,0.6141795889463555,0.9004392632913439,0.8408081623398084,0.9421233738887864,0.9321007380827464,0.6916041195865533
28,1046-47,Dwarf,slate,male,Torvik,Truelock,Torvik Truelock,18,academic,3,no_known_disabilities,0.7856350547660578,0.8019632894180249,0.4950760041005352,0.5512125187397181,0.7009495978695546,0.7289316917076231,0.6505202752333208,0.7670840581345066,0.4841723168773705,0.6182936754597758,0.5389983115318446,0.5957892213236607,0.9324503283281012
29,1046-47,Elf,baobab,female,Ysari,Highbark,Ysari Highbark,18,academic,7,no_known_disabilities,0.7836163163253603,0.9112012277815932,0.7256962247290292,0.5908024151653382,0.5546758443905665,0.725963845776031,0.6779412922703034,0.864432377722127,0.6067842977191364,0.7261013395958703,0.5797615705903386,0.7410586834507732,0.4847260187879157
30,1046-47,Elf,baobab,male,Thareon,Silkenroot,Thareon Silkenroot,18,academic,7,no_known_disabilities,0.8421620195782559,0.9411532995743134,0.6501899103818977,0.4264364908538631,0.382657382814291,0.70740447909804,0.6583770914948776,0.8422543381352303,0.4926899793818978,0.6942265465127744,0.5489328646965934,0.66616505339982,0.5730775924817986
31,1046-47,Elf,ash,female,Alira,Firestride,Alira Firestride,18,academic,3,physical_disability,0.9634633392706948,0.5783458927743702,0.7298760959803222,0.5033079352967997,0.6454745369596184,0.771623112255998,0.7117144518406103,0.726454465036721,0.7831382630388387,0.9380067395992358,0.8100714601754272,0.8227400066985634,0.5447525277632281
32,1046-47,Elf,holly,male,Calion,Lorebloom,Calion Lorebloom,18,academic,8,physical_disability,1.0,0.8467363629809121,0.6352261689289777,0.7745266692474261,0.5586117421278016,0.8154139891605703,0.8953123537404605,0.5893244357845581,0.8166393496607007,0.9148644852357932,0.8081934049290143,0.7732895190925331,0.5439910808978019
33,1046-47,Elf,yew,male,Galrian,Everjudged,Galrian Everjudged,18,academic,5,no_known_disabilities,0.7709531873868815,0.7659052867541171,0.6590884278262068,0.5839967896166087,0.3808741197601007,0.7090694035370104,0.6186158779359759,0.8080538185626969,0.7180217434277065,0.7917112938712294,0.7432019439703282,0.6564016162049906,0.5415878501619701
34,1046-47,Dwarf,malachite,female,Varka,Forgehook,Varka Forgehook,18,no_qualifications,5,"mental_health_disability,communication_difficulties",0.6306016883932474,0.729259341843229,0.2456933088241258,0.7478110208945654,0.7681093673175813,0.9040150016349828,0.826824651341416,0.6296912119432655,0.7376391817236835,0.8631437206198687,0.6455190264916275,0.7891457758787371,0.8976901566475598
35,1046-47,Elf,rowan,male,Coren,Gladeweaver,Coren Gladeweaver,18,academic,1,no_known_disabilities,1.0,0.6377223046114205,1.0,0.9032306867623924,0.1944728328306995,0.8780534347214881,0.7407685272448605,0.6635686252746401,0.9286016177119842,0.9089372662926474,0.9174950656067417,0.9302731543376213,0.5414369451737272
36,1046-47,Dwarf,sandstone,male,Javin,Loamthread,Javin Loamthread,18,academic,4,specific_learning_disability,0.8171323904342486,0.5252453777931444,0.9372669974884852,0.6273395086853775,0.3566829206560744,0.6388311065930781,0.7266954653930575,0.5306619214341567,0.8646341076873801,0.7683044891459633,0.8215636547901883,0.7342491937448969,0.5946800263671435
37,1046-47,Dwarf,alabaster,male,Harnel,Plainbrow,Harnel Plainbrow,18,no_qualifications,4,communication_difficulties,0.831007748881147,0.5115938784978841,0.2441489702963348,0.8483021689289868,0.6770157112210163,0.7146579950651206,0.8832408990198836,0.4878215687381217,0.6754656969860978,0.7179787375747009,0.7397864958933046,0.7848265825946477,0.5716661418662221
38,1046-47,Dwarf,obsidian,female,Naeria,Scrollkeeper,Naeria Scrollkeeper,18,academic,6,no_known_disabilities,0.9720243068182506,0.9115126940521148,0.4257347940225365,0.5498556878842672,0.6427086699621181,0.9860219046333318,0.7790925763673021,0.5845479710163258,0.7155107078012444,0.9146627848107808,0.4853594753127445,0.9196796984966478,0.4044679838566429
39,1046-47,Dwarf,granite,female,Aldra,Stormhall,Aldra Stormhall,18,academic,5,"mental_health_disability,adhd",0.692623143732718,0.6392612184371507,0.5511344247871406,0.4456467787751955,0.9174722007577466,0.6351653576020818,0.7061581107159808,0.7997119857308654,0.5326483435535908,0.5778279363605812,0.6814627344612681,0.6171967542794186,0.6846611315045004
40,1046-47,Elf,baobab,male,Daevor,Silkenroot,Daevor Silkenroot,18,academic,5,requires_personal_care,0.9277630832576544,0.8586353956410356,0.650740752245827,0.4105252119370896,0.3235102865973807,0.7367717357538011,0.5691956786224202,0.9172165070576176,0.5105333844406702,0.7161791769447191,0.4320150557405152,0.7655773925214496,0.5140385908195142
41,1046-47,Elf,yew,female,Faereth,Oathbarrow,Faereth Oathbarrow,18,vocational,7,physical_disability,0.7070914077972782,0.8293471725091041,0.4862596996573048,0.513354364848179,0.6752404223056503,0.8285745838987588,0.6984299395546526,0.9135365661523566,0.5242952814605963,0.6830564647558175,0.4990199400033905,0.6268470375196353,0.8168058053342808
42,1046-47,Dwarf,sandstone,female,Velna,Stepgrind,Velna Stepgrind,18,academic,4,no_known_disabilities,0.8278553554086127,0.8215082587759764,0.8068737059848547,0.6857239426916142,0.4948519860765549,0.806263961503256,0.7434015580578482,0.5264203943201498,0.7637263831618744,0.6529686515110209,0.801500320097576,0.6718198210113044,0.6662690217083379
43,1046-47,Elf,holly,female,Aelrin,Hearthpage,Aelrin Hearthpage,18,vocational,7,other_neurodivergence,0.8963305436073815,0.8343714831602456,0.4601086339934488,0.629892662344931,0.6383893539741814,0.908241408168642,0.8631302386838157,0.6025790737450014,0.6971748380979562,0.7512027251536755,0.6258554569775826,0.8552614785318992,0.8289268298380769
44,1046-47,Elf,yew,male,Corviel,Thorncounsel,Corviel Thorncounsel,18,academic,7,autistic_spectrum,0.6615287940359107,0.95,0.4969914124366744,0.4003948788846123,0.5293426991929618,0.7356499017673147,0.6169193493182289,0.9069481984143336,0.6046540013714309,0.6374680800608474,0.7644276082602074,0.7474065852013748,0.6457442889758849
45,1046-47,Elf,ash,female,Alira,Flameborn,Alira Flameborn,18,vocational,7,no_known_disabilities,0.6605895883394248,0.644892676205975,0.8288642194802173,0.4882626723892229,0.7321029357745541,0.8130109888083042,0.6735181345845072,0.8063264929751962,0.7935629124534268,0.9022923398441526,0.7794958397470386,0.804525702945054,0.7038274011890018
46,1046-47,Dwarf,granite,male,Grorim,Bastionhold,Grorim Bastionhold,18,academic,1,"deaf_or_hearing_impaired,wheelchair_user",0.8214356525564442,0.8997457748694256,0.7165033652451801,0.5850332376531315,0.2049365088341764,0.5158632956974722,0.6680416061086977,0.7377016841557784,0.3805428480113046,0.581680974592637,0.68292938884986,0.4424553663404703,0.7325644420487759
47,1046-47,Elf,holly,female,Elenna,Ritualthorn,Elenna Ritualthorn,18,academic,5,no_known_disabilities,1.0,0.8348724177729384,0.5707003572997975,0.8802861661499417,0.5090747263868401,0.7473964567077189,0.7684396592025696,0.665536971860014,0.8053310028963684,0.7786601518574949,0.6938957994636712,0.9367667610171344,0.5532149431242879
48,1046-47,Elf,holly,neuter,Faelen,Candletome,Faelen Candletome,18,academic,6,autistic_spectrum,0.910512844484268,0.95,0.4358559962333117,0.8730335177210231,0.4821847234951917,0.8367264153560563,0.7868523425090646,0.5279608725707673,0.7291031454882801,0.908548553863018,0.7381552059192343,0.8816582384306073,0.6366147142561993
49,1046-47,Dwarf,slate,male,Jarn,Planeforge,Jarn Planeforge,18,vocational,2,autistic_spectrum,0.8504504979600691,0.95,0.3705165589571416,0.6441096532476831,0.3759098799824745,0.7842936570569355,0.5179688349563368,0.6480224852491859,0.4464991422086084,0.6451197830140296,0.4839483244240479,0.6027283614840583,0.9628910303159496
50,1046-47,Dwarf,alabaster,neuter,Braniel,Softmarch,Braniel Softmarch,18,vocational,4,no_known_disabilities,0.7495207709537078,0.8396550715784479,0.3169326125106157,0.8718210956523,0.6897369706997999,0.7782514168842961,0.7919115004834701,0.5005258668504429,0.6466786279098831,0.8194404906246959,0.6614526528717747,0.7552069046004377,0.5086938939061324
51,1046-47,Dwarf,alabaster,female,Lira,Mosshearth,Lira Mosshearth,18,academic,3,adhd,0.9277730753631956,0.5298982264773838,0.4694432767968403,0.7239257210209059,0.591130040180445,0.6467433640180621,0.7976752393211316,0.4664707519449555,0.7364654349757597,0.7844108045690334,0.7106800182901986,0.8166607670875199,0.6196176464303786
52,1046-47,Dwarf,slate,male,Frinn,Boltline,Frinn Boltline,18,academic,4,no_known_disabilities,0.7223152903392505,0.8052395815274797,0.3622397688008646,0.6284745893844932,0.5999134765241522,0.5800188557035585,0.5455576381606563,0.6297628977750498,0.5380173969962408,0.5741339256309366,0.5451238413658286,0.5749642193782649,0.8979077442972886
53,1046-47,Dwarf,obsidian,male,Daineth,Lorebinder,Daineth Lorebinder,18,no_qualifications,8,no_known_disabilities,0.7141131786223794,0.7328376267666018,0.5039243379026461,0.5971356406238647,0.7824757976326616,0.8702808405377855,0.8169292937142931,0.6699733824225202,0.6952515079938536,0.946242828935464,0.416990965638942,0.879990655295402,0.5269526990966342
54,1046-47,Elf,holly,male,Caerel,Tomeflower,Caerel Tomeflower,18,vocational,7,no_known_disabilities,0.6696384601119195,0.95,0.5047818315137704,0.6043099775268032,0.6897630250709612,0.8732526418320431,0.7755884995216649,0.6549974686033007,0.6260597381661555,0.7939081564619215,0.6880590358675348,0.7712246507664494,0.8379343169711801
55,1046-47,Dwarf,flint,female,Ulfa,Gravelhack,Ulfa Gravelhack,18,vocational,1,no_known_disabilities,0.6288190569523762,0.8277010028382936,0.7311247897445792,0.5803809833576303,0.3289781436312461,0.7114292797803344,0.54169337859119,0.698666106963353,0.6134905199239211,0.5143040630155659,0.7495332415362315,0.5974066780527264,0.8428622620488232
56,1046-47,Dwarf,slate,female,Mersa,Sealnotch,Mersa Sealnotch,18,vocational,4,no_known_disabilities,0.7168379315450206,0.8513541096172463,0.5277241801576926,0.4967751425999045,0.6935743980698424,0.7839068541396697,0.4806476690578517,0.7957509242539473,0.4781082212049496,0.6297641324266537,0.3245372266222127,0.6621326322240912,0.8815299678251636
57,1046-47,Elf,holly,male,Corlen,Ritualthorn,Corlen Ritualthorn,18,academic,3,adhd,1.0,0.6877550847425186,0.6644294946511085,0.7884382055604146,0.6887836425503625,0.835238416357666,0.7828121731290909,0.5783258199703667,0.6672800580831992,0.8783863469955416,0.7874518290315502,0.7974054718419425,0.6994014924911547
58,1046-47,Elf,holly,female,Sirella,Quietscribe,Sirella Quietscribe,18,academic,3,no_known_disabilities,0.8671952454176437,0.9254102472856196,0.686486347581517,0.630614948343327,0.609426644340826,0.8183076902684943,0.8240628580581849,0.527621532106643,0.6742028208169784,0.9137176702822196,0.8136275985267127,0.8245294828295434,0.7780625914901431
59,1046-47,Dwarf,granite,female,Thrida,Ironsanct,Thrida Ironsanct,20,academic,3,no_known_disabilities,0.5549934210508346,1.0,0.423916671939598,0.6602248973410583,0.4451356704169247,0.462406199018233,0.7656143387707768,0.7424946111742621,0.4912807127878438,0.52523919962373,0.6558753497710083,0.6095567255806575,0.731712080546791
60,1046-47,Elf,yew,male,Corviel,Boughwitness,Corviel Boughwitness,18,academic,8,no_known_disabilities,0.7155502325976648,0.95,0.4781870994818822,0.5433576337407878,0.6612864435044852,0.7798882751236499,0.7316611853464523,0.8411985978044637,0.7433546823002213,0.7237896771995043,0.7664524660974962,0.7735579775581665,0.6291826683740727
61,1046-47,Dwarf,flint,neuter,Doni,Hardfall,Doni Hardfall,18,vocational,3,no_known_disabilities,0.5140392153580129,0.8346879072782475,0.7885833195918901,0.3994674710447687,0.6111840926387366,0.4835830004549708,0.6003485901125706,0.8946578435290417,0.665775146099701,0.6491838952610438,0.6898150326844837,0.4117295969502258,0.936909319742143
62,1046-47,Elf,ash,male,Varek,Cinderwake,Varek Cinderwake,18,vocational,6,no_known_disabilities,0.9678419575450276,0.7437148051576105,0.6834730243746263,0.5979541304245144,0.651246115783987,0.8815454925834769,0.6711759048594584,0.7087425831064731,0.8130103741484731,0.9051133309404138,0.5689455257738661,0.6986249129485214,0.7805148471023287
63,1046-47,Dwarf,sandstone,female,Kila,Stonebroker,Kila Stonebroker,22,academic,6,no_known_disabilities,0.9864134173023172,0.8590011746410525,0.8812641443023639,0.6368483433374932,0.3307627702005863,0.774745463394691,0.725070020610182,0.6352292429135947,0.899203072961589,0.7957584370335526,0.9027893787638196,0.8174710252085031,0.6877115018281711
64,1046-47,Elf,yew,female,Virella,Vowroot,Virella Vowroot,18,academic,7,no_known_disabilities,0.9195598853428848,0.8518723137395594,0.4816592879726947,0.5031262225220307,0.6556842961056487,0.733574364304755,0.7924114448023578,0.7526258555513844,0.7979994971434476,0.7847965252397548,0.5123595809206829,0.7275692914037462,0.573675267858472
65,1046-47,Elf,yew,female,Ysira,Yewmantle,Ysira Yewmantle,19,academic,7,blind_or_visually_impaired,0.656844906740066,0.95,0.5965000935301072,0.3328312179208931,0.6960976045814745,0.7947094701777663,0.5894252101966236,0.8626180778337944,0.5736123052403863,0.7457205689253612,0.7143192407516563,0.7699315456086915,0.6856218467699385
66,1046-47,Dwarf,flint,female,Ulfa,Stonebar,Ulfa Stonebar,21,no_qualifications,1,physical_disability,0.636198068790336,0.883995788402226,0.6640479378894523,0.3544420632320022,0.4235788026785376,0.7078091597356467,0.7565685827760507,0.6376552546202048,0.5958214108982279,0.5243067323526579,0.5971056543450752,0.6900946480736597,0.9597229460255816
67,1046-47,Dwarf,flint,male,Fennik,Stonebar,Fennik Stonebar,18,vocational,8,no_known_disabilities,0.5689956238103803,0.9036117909393716,0.5945044262062645,0.5558035805073491,0.6674639308206977,0.4507945981286703,0.5805151653179932,0.7298069902411167,0.5210901662406479,0.5967025385684757,0.617716535064838,0.5519111489157709,0.9198343001856504
68,1046-47,Dwarf,sandstone,male,Korran,Cartvale,Korran Cartvale,18,vocational,1,no_known_disabilities,1.0,0.572905085504044,1.0,0.8443049109745306,0.1996057315601174,0.7322095572641888,0.7614430099799299,0.674080273351069,0.8537916742695497,0.7924752467189805,0.7651606951603077,0.7746368920112466,0.6899047744527211
69,1046-47,Dwarf,flint,male,Brann,Masonflare,Brann Masonflare,18,academic,2,no_known_disabilities,0.832734426303731,0.7473260045463405,0.7939898464212358,0.5234921801511185,0.4323622600876719,0.5222027982853663,0.6563203888889346,0.7017374121588075,0.5571898047150716,0.614474676874344,0.5998108914318521,0.7016993300611234,0.9124672192306538
70,1046-47,Dwarf,obsidian,neuter,Sorell,Scrollkeeper,Sorell Scrollkeeper,18,academic,5,no_known_disabilities,0.9988064829025858,0.7014664872884095,0.5396056319390867,0.5650740331509244,0.36580306749216,0.864962203668702,0.7455597337783664,0.556157309988124,0.8411628144197633,0.8875920476884968,0.4509708898694952,0.9574848346752062,0.5869060829934756
71,1046-47,Dwarf,sandstone,male,Stellan,Pathstitch,Stellan Pathstitch,18,academic,4,no_known_disabilities,0.9988785822630546,0.6671839711923331,0.8800432947685207,0.8087314607723475,0.3277661168911502,0.6226842147337601,0.7136911762041204,0.5833135586523931,0.8618367412324346,0.6709156018426199,0.7969887366809877,0.6728580568001172,0.6949575243597561
72,1046-47,Dwarf,slate,female,Thernis,Steelmark,Thernis Steelmark,18,vocational,3,dyslexia,0.7949179305949466,0.8053933068814471,0.3925455012342709,0.5706480834041343,0.6627216203284497,0.7566290159537716,0.7004854620065493,0.8163306727763298,0.6167660094576711,0.5536104977420312,0.4533081732366739,0.7321061139560283,0.836374109891494
73,1046-47,Dwarf,alabaster,female,Enia,Kindgrip,Enia Kindgrip,18,no_qualifications,2,no_known_disabilities,0.8971903727538345,0.4500999816922794,0.4588259575664333,0.7922534743727736,0.5389583633961413,0.6256756775777397,0.7531262021392686,0.622477760239186,0.7777587890836478,0.6901868756520966,0.7631955618564658,0.8054297806432551,0.4539286689345803
74,1046-47,Dwarf,obsidian,female,Thalra,Veilwhisper,Thalra Veilwhisper,18,academic,6,autistic_spectrum,1.0,0.8845984211710529,0.4725466079860035,0.6438039826458221,0.5541473011089526,0.8973391386648839,0.8016937257756838,0.5634558670645087,0.7316555826410733,0.985758874217109,0.6241178543685328,0.914981882562359,0.5351651725586053
75,1046-47,Dwarf,malachite,female,Torra,Bellowsmoke,Torra Bellowsmoke,18,academic,5,no_known_disabilities,1.0,0.9497606572157512,0.5288521842997905,0.8946091717219534,0.4264359364838234,0.8760655420373081,0.8506053597709067,0.5819646524256478,0.7162331682656019,0.8324434340777707,0.7811252935109931,0.7948780179488911,0.8519589296151722
76,1046-47,Elf,yew,female,Faereth,Gravethorn,Faereth Gravethorn,21,vocational,8,mental_health_disability,0.3971439752688347,0.8245071593608603,0.4197961244303332,0.3827124196830506,0.8345236187558912,0.7849030425946302,0.6075432275444862,0.82895713892873,0.6627393491534537,0.6806554763166254,0.6541652715333892,0.7635213186490465,0.7873058545211469
77,1046-47,Dwarf,sandstone,male,Dolen,Cartvale,Dolen Cartvale,18,vocational,3,physical_disability,0.7028856084958163,0.8006037066966248,0.9898114407196816,0.7061092489392259,0.5138568887956548,0.7331985806238608,0.6221938125886406,0.5523365636298986,0.7480944334166665,0.7391619593616195,0.8520907576067256,0.8034937758628652,0.6973985055492138
78,1046-47,Elf,palm,male,Drenel,Mangroveloom,Drenel Mangroveloom,18,vocational,2,no_known_disabilities,0.9534452235581536,0.522521172185008,1.0,0.7303851945742066,0.3366047863339106,0.6142616696077813,0.7242726452978226,0.5354909001767894,0.9182770884729664,0.7960244667827628,0.9113394318514556,0.8445811044578729,0.6264525120789262
